"pair","pairwise_distance","frxfr"
"4674---7409",0.252356780275562,1.9786308290463e-05
"4674---6874",0.128727272727273,1.13064624173215e-05
"7409---6874",0.267186392629341,1.5829047685002e-05
"4674---1383",0.196049743964887,0.000141057227584666
"7409---1383",0.278174037089872,0.000197480122370655
"6874---1383",0.203508771929825,0.000112845789571978
"4674---10204",0.224386724386724,3.9572616580926e-05
"7409---10204",0.295423023578363,5.5401664265928e-05
"6874---10204",0.243188010899183,3.1658095370004e-05
"1383---10204",0.210599721059972,0.00039496024474131
"4674---4420",0.23454157782516,8.4798458731415e-06
"7409---4420",0.309215017064846,1.1871784447962e-05
"6874---4420",0.230872483221477,6.783877149641e-06
"1383---4420",0.208217270194986,8.46343327986775e-05
"10204---4420",0.234459459459459,2.3743568895924e-05
"4674---10062",0.140834575260805,1.13064624173215e-05
"7409---10062",0.259100642398287,1.5829047685002e-05
"6874---10062",0.124823695345557,9.045170535361e-06
"1383---10062",0.189265536723164,0.000112845789571978
"10204---10062",0.239697802197802,3.1658095370004e-05
"4420---10062",0.228590694538098,6.783877149641e-06
"4674---4779",0.266955266955267,8.4798458731415e-06
"7409---4779",0.331039229181005,1.1871784447962e-05
"6874---4779",0.290169491525424,6.783877149641e-06
"1383---4779",0.255733148019458,8.46343327986775e-05
"10204---4779",0.278489548213082,2.3743568895924e-05
"4420---4779",0.270486342438374,5.087907298321e-06
"10062---4779",0.266620973269363,6.783877149641e-06
"4674---8476",0.186499652052888,1.9786308290463e-05
"7409---8476",0.322538003965631,2.7700832132964e-05
"6874---8476",0.194516971279373,1.5829047685002e-05
"1383---8476",0.252311756935271,0.000197480122370655
"10204---8476",0.306213965406791,5.5401664265928e-05
"4420---8476",0.290240811153359,1.1871784447962e-05
"10062---8476",0.213157894736842,1.5829047685002e-05
"4779---8476",0.326073030108905,1.1871784447962e-05
"4674---4552",0.203663003663004,0.000415512466580926
"7409---4552",0.282913165266106,0.000581717464265928
"6874---4552",0.228335625859697,0.000332409995370004
"1383---4552",0.220362622036262,0.00414708249474131
"10204---4552",0.0686607749830048,0.00116343492853186
"4420---4552",0.247828991315965,0.000249307468895924
"10062---4552",0.223611111111111,0.000332409995370004
"4779---4552",0.274865591397849,0.000249307468895924
"8476---4552",0.291424887169568,0.000581717464265928
"4674---248",0.0468509984639017,1.13064624173215e-05
"7409---248",0.256727272727273,1.5829047685002e-05
"6874---248",0.127507163323782,9.045170535361e-06
"1383---248",0.203584229390681,0.000112845789571978
"10204---248",0.244940683879972,3.1658095370004e-05
"4420---248",0.240905971173644,6.783877149641e-06
"10062---248",0.130246020260492,9.045170535361e-06
"4779---248",0.276077885952712,6.783877149641e-06
"8476---248",0.181571815718157,1.5829047685002e-05
"4552---248",0.219632768361582,0.000332409995370004
"4674---216",0.0604437643458301,3.10927688280853e-05
"7409---216",0.27403156384505,4.3529877186387e-05
"6874---216",0.163468372423596,2.48742167166035e-05
"1383---216",0.2355871886121,0.000310325893182021
"10204---216",0.27681660899654,8.7059754372774e-05
"4420---216",0.272789115646258,1.86556604697835e-05
"10062---216",0.164040114613181,2.48742167166035e-05
"4779---216",0.302967563837129,1.86556604697835e-05
"8476---216",0.206594885598923,4.3529877186387e-05
"4552---216",0.259776536312849,0.000914127404372774
"248---216",0.0733333333333333,2.48742167166035e-05
"4674---78",0.147845468053492,1.13064624173215e-05
"7409---78",0.286214135759272,1.5829047685002e-05
"6874---78",0.158730158730159,9.045170535361e-06
"1383---78",0.223684210526316,0.000112845789571978
"10204---78",0.25084061869536,3.1658095370004e-05
"4420---78",0.247011952191235,6.783877149641e-06
"10062---78",0.15866388308977,9.045170535361e-06
"4779---78",0.280348759221999,6.783877149641e-06
"8476---78",0.214747736093144,1.5829047685002e-05
"4552---78",0.223657375934738,0.000332409995370004
"248---78",0.143767705382436,9.045170535361e-06
"216---78",0.189606741573034,2.48742167166035e-05
"4674---9489",0.161775771256584,9.17282294150365e-05
"7409---9489",0.29,0.000128419523621022
"6874---9489",0.166312809624912,7.3382588411971e-05
"1383---9489",0.223880597014925,0.000915506910324253
"10204---9489",0.252777777777778,0.000256839047242044
"4420---9489",0.251194539249147,5.5036935209051e-05
"10062---9489",0.146011396011396,7.3382588411971e-05
"4779---9489",0.282051282051282,5.5036935209051e-05
"8476---9489",0.144264602392681,0.000128419523621022
"4552---9489",0.236363636363636,0.00269680994724204
"248---9489",0.159451659451659,7.3382588411971e-05
"216---9489",0.190373563218391,0.000201802099833139
"78---9489",0.186713286713287,7.3382588411971e-05
"4674---5288",0.172741679873217,0.000130024308400701
"7409---5288",0.277150916784203,0.000182034035219628
"6874---5288",0.218836565096953,0.000104019453637854
"1383---5288",0.217939733707078,0.00129772648627469
"10204---5288",0.132332878581173,0.000364068070439256
"4420---5288",0.244295302013423,7.8014581581774e-05
"10062---5288",0.218881118881119,0.000104019453637854
"4779---5288",0.256081081081081,7.8014581581774e-05
"8476---5288",0.287937743190661,0.000182034035219628
"4552---5288",0.0895316804407714,0.00382271467043926
"248---5288",0.216927453769559,0.000104019453637854
"216---5288",0.253164556962025,0.000286053471564249
"78---5288",0.212867898699521,0.000104019453637854
"9489---5288",0.228712174524982,0.000843899705738394
"4674---10926",0.118684843624699,8.4798458731415e-06
"7409---10926",0.28005657708628,1.1871784447962e-05
"6874---10926",0.141660851360782,6.783877149641e-06
"1383---10926",0.220897615708275,8.46343327986775e-05
