"pair","pairwise_distance","frxfr"
"6172---4172",0.190020505809979,0.000250612620878815
"6172---78",0.216053511705686,0.00185000417578613
"4172---78",0.0776287932251235,0.00370000843420577
"6172---6556",0.192175703500343,0.0001253063076409
"4172---6556",0.143884892086331,0.000250612620878815
"78---6556",0.158450704225352,0.00185000417578613
"6172---2312",0.213147410358566,0.000304559741001095
"4172---2312",0.221548821548822,0.000609119495605858
"78---2312",0.238973008558262,0.00449647590162062
"6556---2312",0.243443174176194,0.000304559741001095
"6172---14420",0.0924024640657084,0.00016707507312319
"4172---14420",0.165387299371947,0.000334150153709067
"78---14420",0.189373297002725,0.00246667217929249
"6556---14420",0.179790940766551,0.00016707507312319
"2312---14420",0.206412825651303,0.000406079645599015
"6172---6630",0.201766304347826,0.00029781635098581
"4172---6630",0.15373665480427,0.000595632715274084
"78---6630",0.164583333333333,0.00439691746819376
"6556---6630",0.138691322901849,0.00029781635098581
"2312---6630",0.230871590153027,0.000723849201446936
"14420---6630",0.186078566505858,0.000397088459112771
"6172---4556",0.238855622089155,0.0001253063076409
"4172---4556",0.23806275579809,0.000250612620878815
"78---4556",0.251501000667111,0.00185000417578613
"6556---4556",0.252897068847989,0.0001253063076409
"2312---4556",0.245258338783519,0.000304559741001095
"14420---4556",0.25,0.00016707507312319
"6630---4556",0.260283209710047,0.00029781635098581
"6172---15943",0.160161507402423,0.00111839652237464
"4172---15943",0.210490463215259,0.00223679309470432
"78---15943",0.227906976744186,0.0165118442601243
"6556---15943",0.18830727396329,0.00111839652237464
"2312---15943",0.234323432343234,0.00271828738396061
"14420---15943",0.176470588235294,0.00149119532986282
"6630---15943",0.205507051712559,0.00265810059780358
"4556---15943",0.264299802761341,0.00111839652237464
"6172---16455",0.282903663500678,0.0001253063076409
"4172---16455",0.284609978917779,0.000250612620878815
"78---16455",0.292381606039808,0.00185000417578613
"6556---16455",0.28140350877193,0.0001253063076409
"2312---16455",0.297082228116711,0.000304559741001095
"14420---16455",0.280713795470144,0.00016707507312319
"6630---16455",0.275312066574202,0.00029781635098581
"4556---16455",0.301810865191147,0.0001253063076409
"15943---16455",0.306970509383378,0.00111839652237464
"6172---9751",0.168831168831169,0.0001253063076409
"4172---9751",0.204152249134948,0.000250612620878815
"78---9751",0.235135135135135,0.00185000417578613
"6556---9751",0.201657458563536,0.0001253063076409
"2312---9751",0.239812959251837,0.000304559741001095
"14420---9751",0.176712328767123,0.00016707507312319
"6630---9751",0.203412969283276,0.00029781635098581
"4556---9751",0.259481037924152,0.0001253063076409
"15943---9751",0.123056118999324,0.00111839652237464
"16455---9751",0.305234534330387,0.0001253063076409
"6172---134",0.20164046479836,0.00290620047158516
"4172---134",0.122214234363767,0.00581240107298061
"78---134",0.140154169586545,0.0429067228084955
"6556---134",0.151753758052971,0.00290620047158516
"2312---134",0.222073578595318,0.00706358426472648
"14420---134",0.191961191961192,0.00387493387557336
"6630---134",0.143462897526502,0.00690718636575824
"4556---134",0.254582484725051,0.00290620047158516
"15943---134",0.219363574813812,0.0259387141951303
"16455---134",0.284019539427774,0.00290620047158516
"9751---134",0.215416379903648,0.00290620047158516
"6172---185",0.201766304347826,0.00016707507312319
"4172---185",0.054726368159204,0.000334150153709067
"78---185",0.0838530838530838,0.00246667217929249
"6556---185",0.154609929078014,0.00016707507312319
"2312---185",0.235917826375083,0.000406079645599015
"14420---185",0.176389842141386,0.000222766759189129
"6630---185",0.157563025210084,0.000397088459112771
"4556---185",0.247983870967742,0.00016707507312319
"15943---185",0.222371064969859,0.00149119532986282
"16455---185",0.286109191430546,0.00016707507312319
"9751---185",0.215793056501021,0.00016707507312319
"134---185",0.135785007072136,0.00387493387557336
"6172---76",0.244609665427509,0.00062391468742334
"4172---76",0.220260936300844,0.00124782940271487
"78---76",0.22972972972973,0.00921138607304018
"6556---76",0.233180428134557,0.00062391468742334
"2312---76",0.272331154684096,0.0015164383915372
"14420---76",0.242152466367713,0.000831886231318994
"6630---76",0.2298937784522,0.00148286226793441
"4556---76",0.258849557522124,0.00062391468742334
"15943---76",0.250367107195301,0.00556862643078126
"16455---76",0.303987960872837,0.00062391468742334
"9751---76",0.247583643122677,0.00062391468742334
"134---76",0.226890756302521,0.0144703103375682
"185---76",0.222054380664653,0.000831886231318994
"6172---13922",0.131759329779132,0.00031261155640696
"4172---13922",0.200555170020819,0.000625223126777236
"78---13922",0.224254742547425,0.0046153517379927
"6556---13922",0.190575190575191,0.00031261155640696
"2312---13922",0.213950368879946,0.000759809274135668
"14420---13922",0.164374140302613,0.000416815399233736
"6630---13922",0.19672131147541,0.000742986005715864
"4556---13922",0.248663101604278,0.00031261155640696
"15943---13922",0.10719131614654,0.00279015226066362
"16455---13922",0.288737201365188,0.00031261155640696
"9751---13922",0.112336319779462,0.00031261155640696
"134---13922",0.203588681849551,0.0072503281738735
"185---13922",0.210526315789474,0.000416815399233736
"76---13922",0.247946228528753,0.0015565293174189
"6172---5088",0.180404354587869,5.394713131631e-05
"4172---5088",0.111029411764706,0.000107894265042259
"78---5088",0.123021582733813,0.000796467632681888
"6556---5088",0.131964809384164,5.394713131631e-05
"2312---5088",0.218792866941015,0.000131119691025711
"14420---5088",0.179815209665956,7.1929506815321e-05
"6630---5088",0.128985507246377,0.000128216512777779
"4556---5088",0.242698191933241,5.394713131631e-05
"15943---5088",0.200694444444444,0.000481494389166376
"16455---5088",0.274874731567645,5.394713131631e-05
"9751---5088",0.199859254046446,5.394713131631e-05
"134---5088",0.0219941348973607,0.00125118345136644
"185---5088",0.122641509433962,7.1929506815321e-05
"76---5088",0.223172628304821,0.000268609044558706
"13922---5088",0.186572438162544,0.000134586175285064
"6172---3001",0.185902401239349,9.440748260205e-05
"4172---3001",0.12292118582791,0.000188814969420968
"78---3001",0.121554770318021,0.00139381839851006
"6556---3001",0.152456647398844,9.440748260205e-05
"2312---3001",0.224324324324324,0.000229459466096828
"14420---3001",0.192442267319804,0.000125876640658155
"6630---3001",0.138592750533049,0.000224378904012345
"4556---3001",0.247260273972603,9.440748260205e-05
"15943---3001",0.210921501706485,0.00084261520601868
"16455---3001",0.295983086680761,9.440748260205e-05
"9751---3001",0.222991689750693,9.440748260205e-05
"134---3001",0.0992805755395684,0.00218957110479642
"185---3001",0.134519572953737,0.000125876640658155
"76---3001",0.213026819923372,0.00047006584191183
"13922---3001",0.210964607911173,0.00023552581373052
"5088---3001",0.0862196020633751,4.0644505109595e-05
"6172---6091",0.265446224256293,2.6973565658155e-05
"4172---6091",0.279643591501028,5.39471325211293e-05
"78---6091",0.289156626506024,0.000398233816340944
"6556---6091",0.298221614227086,2.6973565658155e-05
"2312---6091",0.28110599078341,6.55598455128553e-05
"14420---6091",0.27714093054619,3.59647534076605e-05
"6630---6091",0.28735632183908,6.41082563888895e-05
"4556---6091",0.308948399738733,2.6973565658155e-05
"15943---6091",0.30764163372859,0.000240747194583188
"16455---6091",0.207292370020257,2.6973565658155e-05
"9751---6091",0.307076101468625,2.6973565658155e-05
"134---6091",0.279291553133515,0.000625591725683222
"185---6091",0.279838165879973,3.59647534076605e-05
"76---6091",0.307635829662261,0.000134304522279353
"13922---6091",0.291946308724832,6.7293087642532e-05
"5088---6091",0.26974143955276,1.16127154013645e-05
"3001---6091",0.278159340659341,2.03222525547975e-05
"6172---539",0.187742435996897,2.023017564287e-05
"4172---539",0.137393767705382,4.04603521893545e-05
"78---539",0.136929460580913,0.000298675382914088
"6556---539",0.163366336633663,2.023017564287e-05
"2312---539",0.235799207397622,4.91698875355585e-05
"14420---539",0.199863107460643,2.6973566921417e-05
"6630---539",0.155617585484997,4.8081195617283e-05
"4556---539",0.263721552878179,2.023017564287e-05
"15943---539",0.223930481283422,0.000180560408426152
"16455---539",0.304617505168849,2.023017564287e-05
"9751---539",0.23285811269518,2.023017564287e-05
"134---539",0.116361071932299,0.000469193826714988
"185---539",0.149232914923291,2.6973566921417e-05
"76---539",0.226827430293896,0.000100728398676562
"13922---539",0.21881390593047,5.0469819222728e-05
"5088---539",0.101302460202605,8.709537153433e-06
"3001---539",0.0120996441281139,1.5241690470315e-05
"6091---539",0.289650537634409,4.3547685767165e-06
"6172---7409",0.256944444444444,2.023017564287e-05
"4172---7409",0.267932489451477,4.04603521893545e-05
