"pair","pairwise_distance","frxfr"
"2912---1310",0.204853675945753,4.2924846334791e-05
"2912---6172",0.185317177476835,5.1509817037156e-05
"1310---6172",0.195976154992548,4.2924846334791e-05
"2912---4782",0.113960113960114,8.5849692669582e-05
"1310---4782",0.207913669064748,7.15414085643645e-05
"6172---4782",0.212100139082058,8.5849692669582e-05
"2912---4334",0.211469534050179,3.4339879220943e-05
"1310---4334",0.223902087832973,2.86165652200042e-05
"6172---4334",0.222612359550562,3.4339879220943e-05
"4782---4334",0.227148703956344,5.72331304400085e-05
"2912---17554",0.22301644031451,4.2924846334791e-05
"1310---17554",0.23110151187905,3.57707042821823e-05
"6172---17554",0.222607489597781,4.2924846334791e-05
"4782---17554",0.232432432432432,7.15414085643645e-05
"4334---17554",0.252717391304348,2.86165652200042e-05
"2912---1383",0.210716871832006,0.000133160115869311
"1310---1383",0.209677419354839,0.000110966760132152
"6172---1383",0.139204545454545,0.000133160115869311
"4782---1383",0.240930869267625,0.000221933520264304
"4334---1383",0.233998623537509,8.87734136718142e-05
"17554---1383",0.236986301369863,0.000110966760132152
"2912---6846",0.178676470588235,6.0094784151004e-05
"1310---6846",0.213197969543147,5.0078985396969e-05
"6172---6846",0.181562280084448,6.0094784151004e-05
"4782---6846",0.200956937799043,0.000100157970793938
"4334---6846",0.166089965397924,4.0063190829537e-05
"17554---6846",0.235334242837653,5.0078985396969e-05
"1383---6846",0.214881780250348,0.000155353462329649
"2912---16076",0.178493050475494,2.5754908518578e-05
"1310---16076",0.20842255531763,2.14624231673955e-05
"6172---16076",0.188626907073509,2.5754908518578e-05
"4782---16076",0.216161616161616,4.2924846334791e-05
"4334---16076",0.211525423728814,1.71699396104715e-05
"17554---16076",0.246822742474916,2.14624231673955e-05
"1383---16076",0.232605729877217,6.65800579346555e-05
"6846---16076",0.166324435318275,3.0047392075502e-05
"2912---3739",0.226061915046796,3.4339879220943e-05
"1310---3739",0.220170454545455,2.86165652200042e-05
"6172---3739",0.231245698554714,3.4339879220943e-05
"4782---3739",0.239520958083832,5.72331304400085e-05
"4334---3739",0.257849031396126,2.28932536114102e-05
"17554---3739",0.286847323198943,2.86165652200042e-05
"1383---3739",0.252881355932203,8.87734136718142e-05
"6846---3739",0.243606998654105,4.0063190829537e-05
"16076---3739",0.268646864686469,1.71699396104715e-05
"2912---9489",0.205147058823529,5.1633936663152e-05
"1310---9489",0.213401310997815,4.3028279353572e-05
"6172---9489",0.202097902097902,5.1633936663152e-05
"4782---9489",0.24847250509165,8.6056558707144e-05
"4334---9489",0.251700680272109,3.4422625641156e-05
"17554---9489",0.236351071181755,4.3028279353572e-05
"1383---9489",0.221374045801527,0.000133480982545412
