"pair","pairwise_distance","frxfr"
"2912---1310",0.236931432450781,0.0012
"2912---4459",0.280891289669142,0.0012
"1310---4459",0.298630136986301,9e-04
"2912---2312",0.189771197846568,0.0024
"1310---2312",0.225390359809912,0.0018
"4459---2312",0.273032952252858,0.0018
"2912---8239",0.208276797829037,0.0016
"1310---8239",0.251194539249147,0.0012
"4459---8239",0.276538201487491,0.0012
"2312---8239",0.186953597848016,0.0024
"2912---14420",0.208642808912897,0.0012
"1310---14420",0.255434782608696,9e-04
"4459---14420",0.261952861952862,9e-04
"2312---14420",0.19933110367893,0.0018
"8239---14420",0.116216216216216,0.0012
"2912---13626",0.197241379310345,0.0016
"1310---13626",0.224632610216935,0.0012
"4459---13626",0.265603328710125,0.0012
"2312---13626",0.213159698423578,0.0024
"8239---13626",0.208016586040083,0.0016
"14420---13626",0.207015130674003,0.0012
"2912---198",0.224932249322493,0.0016
"1310---198",0.258526603001364,0.0012
"4459---198",0.292881355932203,0.0012
"2312---198",0.245824983299933,0.0024
"8239---198",0.226720647773279,0.0016
"14420---198",0.231699126930826,0.0012
"13626---198",0.198047419804742,0.0016
"2912---8189",0.208623087621697,0.0036
"1310---8189",0.252609603340292,0.0027
"4459---8189",0.270531400966184,0.0027
"2312---8189",0.193548387096774,0.0054
"8239---8189",0.135955831608006,0.0036
"14420---8189",0.136363636363636,0.0027
"13626---8189",0.195636875439831,0.0036
"198---8189",0.232302405498282,0.0036
"2912---15943",0.212267401791868,0.0188
"1310---15943",0.271864406779661,0.0141
"4459---15943",0.296570275722932,0.0141
"2312---15943",0.234312416555407,0.0282
"8239---15943",0.171486213853396,0.0188
"14420---15943",0.169457468184863,0.0141
"13626---15943",0.223287671232877,0.0188
"198---15943",0.251169004676019,0.0188
"8189---15943",0.0894085281980743,0.0423
"2912---76",0.260686755430974,0.0012
"1310---76",0.274687065368567,9e-04
"4459---76",0.311850311850312,9e-04
"2312---76",0.28125,0.0018
"8239---76",0.262868908716541,0.0012
"14420---76",0.251882272416153,9e-04
"13626---76",0.228958630527817,0.0012
"198---76",0.197748064743139,0.0012
"8189---76",0.229254571026723,0.0027
"15943---76",0.254433833560709,0.0141
"2912---13922",0.207182320441989,0.004
"1310---13922",0.257317903335602,0.003
"4459---13922",0.278489548213082,0.003
"2312---13922",0.215673141326189,0.006
"8239---13922",0.160810810810811,0.004
"14420---13922",0.166329966329966,0.003
"13626---13922",0.210344827586207,0.004
"198---13922",0.245802552048355,0.004
"8189---13922",0.0920415224913495,0.009
"15943---13922",0.111930294906166,0.047
"76---13922",0.24294562973159,0.003
