"pair","pairwise_distance","frxfr"
"2912---1310",0.206134094151213,0.000171699385339164
"2912---6172",0.186428571428571,0.000206039268148624
"1310---6172",0.195976154992548,0.000171699385339164
"2912---4782",0.113960113960114,0.000343398770678328
"1310---4782",0.208483105679367,0.000286165634257458
"6172---4782",0.213240418118467,0.000343398770678328
"2912---4334",0.208183776022972,0.000137359516883772
"1310---4334",0.22589928057554,0.000114466260880017
"6172---4334",0.224719101123595,0.000137359516883772
"4782---4334",0.222677595628415,0.000228932521760034
"2912---17554",0.22373123659757,0.000171699385339164
"1310---17554",0.23342939481268,0.000143082817128729
"6172---17554",0.227619708535739,0.000171699385339164
"4782---17554",0.235135135135135,0.000286165634257458
"4334---17554",0.251529571719918,0.000114466260880017
"2912---1383",0.209724238026125,0.0004807582875621
"1310---1383",0.212032281731475,0.000400631895137475
"6172---1383",0.137073863636364,0.0004807582875621
"4782---1383",0.238683127572016,0.00080126379027495
"4334---1383",0.235010337698139,0.000320505536205675
"17554---1383",0.234203296703297,0.000400631895137475
"2912---6846",0.174649963154016,0.000240379136604016
"1310---6846",0.211747643219724,0.000200315941587876
"6172---6846",0.180858550316678,0.000240379136604016
"4782---6846",0.2,0.000400631883175752
"4334---6846",0.166897506925208,0.000160252763318148
"17554---6846",0.235133287764867,0.000200315941587876
"1383---6846",0.216272600834492,0.0005608846464939
"2912---16076",0.175219941348974,0.000103019634074312
"1310---16076",0.212660028449502,8.5849692669582e-05
"6172---16076",0.197650310988252,0.000103019634074312
"4782---16076",0.212550607287449,0.000171699385339164
"4334---16076",0.210810810810811,6.8679758441886e-05
"17554---16076",0.249832551908908,8.5849692669582e-05
"1383---16076",0.237933378653977,0.00024037914378105
"6846---16076",0.170532060027285,0.000120189568302008
"2912---3739",0.216353111432706,0.000137359516883772
"1310---3739",0.228329809725159,0.000114466260880017
"6172---3739",0.236824093086927,0.000137359516883772
"4782---3739",0.230408573342264,0.000228932521760034
"4334---3739",0.253360215053763,9.1573014445641e-05
"17554---3739",0.279038718291055,0.000114466260880017
"1383---3739",0.263335584064821,0.000320505536205675
"6846---3739",0.236129905277402,0.000160252763318148
"16076---3739",0.258150365934797,6.8679758441886e-05
"2912---9489",0.202643171806167,0.000137359516883772
"1310---9489",0.213245997088792,0.000114466260880017
"6172---9489",0.200559049615653,0.000137359516883772
"4782---9489",0.247625508819539,0.000228932521760034
"4334---9489",0.251020408163265,9.1573014445641e-05
"17554---9489",0.242926155969634,0.000114466260880017
"1383---9489",0.219377162629758,0.000320505536205675
"6846---9489",0.220628415300546,0.000160252763318148
"16076---9489",0.234700739744452,6.8679758441886e-05
