"pair","pairwise_distance","frxfr"
"4674---7409",0.253991291727141,7.9145233161852e-05
"4674---6874",0.124544792425346,4.5225849669286e-05
"7409---6874",0.264580369843528,6.3316190740008e-05
"4674---1383",0.196336996336996,7.9145233161852e-05
"7409---1383",0.282763532763533,0.000110803328531856
"6874---1383",0.202816901408451,6.3316190740008e-05
"4674---10204",0.223503965392934,0.000158290466323704
"7409---10204",0.299791811242193,0.000221606657063712
"6874---10204",0.242486338797814,0.000126632381480016
"1383---10204",0.212543554006969,0.000221606657063712
"4674---4420",0.229181494661922,3.3919383492566e-05
"7409---4420",0.300617707618394,4.7487137791848e-05
"6874---4420",0.22521915037087,2.7135508598564e-05
"1383---4420",0.209173036831133,4.7487137791848e-05
"10204---4420",0.246,9.4974275583696e-05
"4674---10062",0.138599105812221,4.5225849669286e-05
"7409---10062",0.26338329764454,6.3316190740008e-05
"6874---10062",0.124823695345557,3.6180682141444e-05
"1383---10062",0.188826025459689,6.3316190740008e-05
"10204---10062",0.240219629375429,0.000126632381480016
"4420---10062",0.224021592442645,2.7135508598564e-05
"4674---4779",0.263120057512581,3.3919383492566e-05
"7409---4779",0.328060522696011,4.7487137791848e-05
"6874---4779",0.282138024357239,2.7135508598564e-05
"1383---4779",0.265292096219931,4.7487137791848e-05
"10204---4779",0.288,9.4974275583696e-05
"4420---4779",0.265469061876248,2.0351629193284e-05
"10062---4779",0.260572987721692,2.7135508598564e-05
"4674---8476",0.192494788047255,7.9145233161852e-05
"7409---8476",0.323626737260093,0.000110803328531856
"6874---8476",0.193062827225131,6.3316190740008e-05
"1383---8476",0.254136333553938,0.000110803328531856
"10204---8476",0.303846153846154,0.000221606657063712
"4420---8476",0.284444444444444,4.7487137791848e-05
"10062---8476",0.213157894736842,6.3316190740008e-05
"4779---8476",0.322250639386189,4.7487137791848e-05
"4674---4552",0.203216374269006,0.0016620498663237
"7409---4552",0.28951048951049,0.00232686985706371
"6874---4552",0.227961432506887,0.00132963998148002
"1383---4552",0.219665271966527,0.00232686985706371
"10204---4552",0.0693405846363019,0.00465373971412742
"4420---4552",0.244652406417112,0.000997229875583696
"10062---4552",0.225225225225225,0.00132963998148002
"4779---4552",0.275954454119223,0.000997229875583696
"8476---4552",0.288387096774194,0.00232686985706371
"4674---248",0.0392609699769053,4.5225849669286e-05
"7409---248",0.256727272727273,6.3316190740008e-05
"6874---248",0.124820659971306,3.6180682141444e-05
"1383---248",0.20617816091954,6.3316190740008e-05
"10204---248",0.243545010467551,0.000126632381480016
"4420---248",0.239175257731959,2.7135508598564e-05
"10062---248",0.128075253256151,3.6180682141444e-05
"4779---248",0.272349272349272,2.7135508598564e-05
"8476---248",0.183728813559322,6.3316190740008e-05
"4552---248",0.219477769936486,0.00132963998148002
"4674---216",0.0611153552330023,0.000124371075312341
"7409---216",0.277618364418938,0.000174119508745548
"6874---216",0.160739687055477,9.9496866866414e-05
"1383---216",0.236467236467236,0.000174119508745548
"10204---216",0.276124567474048,0.000348239017491096
"4420---216",0.269754768392371,7.4622641879134e-05
"10062---216",0.163922691481747,9.9496866866414e-05
