"pair","pairwise_distance","frxfr"
"6172---4674",0.221009549795362,0.000287203420506325
"6172---1383",0.138054363376252,0.000287203420506325
"4674---1383",0.219354838709677,0.000311137037411929
"6172---2374",0.142244460328806,0.000298249705284175
"4674---2374",0.249658002735978,0.000323103845864731
"1383---2374",0.106891701828411,0.000323103845864731
"6172---4459",0.244958924570575,0.000176740572727825
"4674---4459",0.291424418604651,0.000191468952883909
"1383---4459",0.279648609077599,0.000191468952883909
"2374---4459",0.303583977512298,0.000198833142961951
"6172---14219",0.149847094801223,6.62777086671e-05
"4674---14219",0.153405017921147,7.1800850716812e-05
"1383---14219",0.188260558339299,7.1800850716812e-05
"2374---14219",0.21745057941377,7.4562421741668e-05
"4459---14219",0.297903109182936,4.4185140468252e-05
"6172---4172",0.15273556231003,0.0025185531247365
"4674---4172",0.160084626234133,0.00272843253890778
"1383---4172",0.202949438202247,0.00272843253890778
"2374---4172",0.231796927187709,0.00283337224599342
"4459---4172",0.304193319118692,0.00167903546805138
"14219---4172",0.00916784203102962,0.00062963824251384
"6172---78",0.161339421613394,0.00041975885412275
"4674---78",0.145184135977337,0.00045473875648463
"1383---78",0.206338028169014,0.00045473875648463
"2374---78",0.235412474849095,0.00047222870766557
"4459---78",0.292142857142857,0.00027983924467523
"14219---78",0.0798022598870056,0.00010493970708564
"4172---78",0.0763358778625954,0.0039877091786166
"6172---6556",0.13370253164557,0.000276157135728475
"4674---6556",0.131964809384164,0.000299170228959127
"1383---6556",0.169603524229075,0.000299170228959127
"2374---6556",0.197183098591549,0.000310676775574453
"4459---6556",0.269911504424779,0.000184104762805867
"14219---6556",0.117044623262619,6.9039279691956e-05
"4172---6556",0.131749460043197,0.00262349283182214
"78---6556",0.128519855595668,0.00043724880530369
"6172---2312",0.158878504672897,0.000585453142072725
"4674---2312",0.24645509790682,0.000634240900915737
"1383---2312",0.212058212058212,0.000634240900915737
"2374---2312",0.233972240581626,0.000658634780337243
"4459---2312",0.282835302293259,0.000390302106700677
"14219---2312",0.227150537634409,0.000146363276529036
"4172---2312",0.232542819499341,0.00556180493958234
"78---2312",0.236267372600927,0.00092696748993039
"6556---2312",0.2,0.000609847021494231
"6172---8239",0.0705596107055961,0.000220925711839225
"4674---8239",0.216690042075736,0.000239336186695117
"1383---8239",0.122390208783297,0.000239336186695117
"2374---8239",0.1553264604811,0.000248541424123063
"4459---8239",0.274891774891775,0.000147283812415657
"14219---8239",0.190076869322152,5.5231424567676e-05
"4172---8239",0.202331961591221,0.00209879429639394
"78---8239",0.212809917355372,0.00034979904939899
"6556---8239",0.166064981949458,0.000230130949267171
"2312---8239",0.198509485094851,0.000487877624386701
"6172---14420",0.0401639344262295,0.000254064566172775
"4674---14420",0.211111111111111,0.000275236612053523
"1383---14420",0.14265335235378,0.000275236612053523
"2374---14420",0.157930565010211,0.000285822634993897
"4459---14420",0.264957264957265,0.000169376382649783
"14219---14420",0.187803187803188,6.3516137642244e-05
"4172---14420",0.194840461642906,0.00241361341765086
"78---14420",0.19972733469666,0.00040226890294181
"6556---14420",0.162374821173104,0.000264650589113149
"2312---14420",0.1974479516454,0.000561059262651219
"8239---14420",0.10272536687631,0.000211720474411279
"6172---6630",0.132244897959184,0.0004528977084563
"4674---6630",0.177589852008457,0.000490639181843036
"1383---6630",0.186095505617978,0.000490639181843036
"2374---6630",0.215096860387442,0.000509509918536404
"4459---6630",0.274928774928775,0.000301931814909356
"14219---6630",0.159522136331694,0.000113224420160208
"4172---6630",0.171724137931034,0.00430252829987352
"78---6630",0.167590027700831,0.00071708804997892
"6556---6630",0.122478386167147,0.000471768445149668
"2312---6630",0.238786279683377,0.00100014912819491
"8239---6630",0.198902606310014,0.000377414761682828
"14420---6630",0.184908225696805,0.000434026971762932
"6172---8189",0.0878489326765189,0.000265110850950625
"4674---8189",0.222996515679443,0.000287203420506325
"1383---8189",0.0758768790264853,0.000287203420506325
"2374---8189",0.125941136208077,0.000298249705284175
"4459---8189",0.275071633237822,0.000176740572727825
"14219---8189",0.202646239554318,6.62777086671e-05
"4172---8189",0.216382252559727,0.0025185531247365
"78---8189",0.223287671232877,0.00041975885412275
"6556---8189",0.173476702508961,0.000276157135728475
"2312---8189",0.199730094466937,0.000585453142072725
"8239---8189",0.136363636363636,0.000220925711839225
"14420---8189",0.138098542678695,0.000254064566172775
"6630---8189",0.210238907849829,0.0004528977084563
"6172---746",0.121487603305785,0.0007732399995784
"4674---746",0.152857142857143,0.000837676662252448
"1383---746",0.194029850746269,0.000837676662252448
"2374---746",0.221544715447155,0.000869894993589472
"4459---746",0.297200287150036,0.000515493348882208
"14219---746",0.00782918149466192,0.000193309988022144
"4172---746",0.00350877192982456,0.00734578011471936
"78---746",0.0723314606741573,0.00122429668578656
"6556---746",0.12107950401167,0.000805458330915424
"2312---746",0.223262032085562,0.00170757170333174
"8239---746",0.190675017397356,0.000644366674230304
"14420---746",0.1866391184573,0.000741021668241376
"6630---746",0.160839160839161,0.00132095167979763
"8189---746",0.204986149584488,0.0007732399995784
"6172---15943",0.100826446280992,0.00307086739619345
"4674---15943",0.239561943874059,0.00332677299682603
"1383---15943",0.10196905766526,0.00332677299682603
"2374---15943",0.127260549229739,0.00345472579714233
"4459---15943",0.289640591966173,0.00204724499366311
"14219---15943",0.208588957055215,0.000767716801897752
"4172---15943",0.225784903139613,0.0291732407353439
"78---15943",0.230563002680965,0.00486220678922398
"6556---15943",0.183673469387755,0.00319882019650974
"2312---15943",0.234633179114342,0.0067814989825708
"8239---15943",0.162199312714777,0.00255905619492828
"14420---15943",0.162014976174268,0.00294291459587716
"6630---15943",0.215096860387442,0.00524606519017286
"8189---15943",0.0971937029431896,0.00307086739619345
"746---15943",0.21665538253216,0.00895669677655021
"6172---16455",0.197645079899075,0.000132555433616425
"4674---16455",0.287867910983489,0.000143601719072701
"1383---16455",0.277498202731848,0.000143601719072701
"2374---16455",0.305728088336784,0.000149124861800839
"4459---16455",0.0600292825768668,8.8370291791321e-05
"14219---16455",0.289699570815451,3.3138856368828e-05
"4172---16455",0.296842105263158,0.00125927663970882
"78---16455",0.286619718309859,0.00020987943995147
"6556---16455",0.260614934114202,0.000138078576344563
"2312---16455",0.278990450204639,0.000292726589014653
"8239---16455",0.263681592039801,0.000110462862703873
"14420---16455",0.259129213483146,0.000127032290888287
"6630---16455",0.270745428973277,0.000226448868135884
"8189---16455",0.273239436619718,0.000132555433616425
"746---16455",0.287339971550498,0.000386620023534112
"15943---16455",0.284530386740331,0.00153543379239795
"6172---9751",0.103274559193955,0.00091684170169045
"4674---9751",0.249142072752231,0.000993245172138874
"1383---9751",0.0458715596330275,0.000993245172138874
"2374---9751",0.133958472873409,0.00103144690736309
"4459---9751",0.296191819464034,0.000611227819896754
"14219---9751",0.212183436002738,0.000229210411345272
"4172---9751",0.226022803487592,0.00870999630683268
"78---9751",0.234343434343434,0.00145166605113878
"6556---9751",0.202112676056338,0.000955043436914662
"2312---9751",0.244385733157199,0.00202469213581132
"8239---9751",0.162998624484182,0.000764034760793602
"14420---9751",0.178352620830497,0.000878639966466238
"6630---9751",0.207914151576123,0.00156627125681142
"8189---9751",0.116758241758242,0.00091684170169045
"746---9751",0.218898708361659,0.00267412169093229
"15943---9751",0.135298057602143,0.010620083180662
"16455---9751",0.290657439446367,0.000458420878999906
"6172---185",0.117003367003367,0.000287203420506325
"4674---185",0.160283687943262,0.000311137037411929
"1383---185",0.199576868829337,0.000311137037411929
"2374---185",0.229012760241773,0.000323103845864731
"4459---185",0.295210864903503,0.000191468952883909
"14219---185",0.070871722182849,7.1800850716812e-05
"4172---185",0.0674547983310153,0.00272843253890778
"78---185",0.0788555478018144,0.00045473875648463
"6556---185",0.138305575669804,0.000299170228959127
"2312---185",0.237748344370861,0.000634240900915737
"8239---185",0.197241379310345,0.000239336186695117
